Gender,Age,Study_Time,Family_Support,Internet_Access,Previous_Grades,Absences,Extra_Classes,Health_Status,Final_Grade
Male,16,4,No,Yes,77.3,7,No,2.0,Pass
Male,17,2,Yes,Yes,69.2,13,No,2.0,Pass
Male,19,3,Yes,Yes,56.8,5,No,1.0,Fail
Male,20,3,Yes,Yes,98.6,9,Yes,5.0,Pass
Female,20,2,Yes,No,55.6,2,Yes,2.0,Fail
Male,18,3,No,Yes,50.8,9,No,2.0,Fail
Male,16,3,No,Yes,54.1,7,No,3.0,Fail
Female,18,2,Yes,Yes,64.9,2,No,3.0,Fail
Male,16,2,No,Yes,70.2,4,No,4.0,Fail
Male,18,4,Yes,Yes,60.3,4,No,5.0,Pass
Female,17,3,Yes,Yes,66.7,8,No,5.0,Fail
Male,20,1,No,Yes,70.6,5,No,2.0,Fail
Male,16,2,Yes,Yes,79.5,4,Yes,4.0,Pass
Female,17,1,Yes,Yes,50.5,7,No,5.0,Fail
Male,21,2,Yes,Yes,58.0,2,No,5.0,Pass
Male,22,1,Yes,Yes,52.1,4,Yes,5.0,Pass
Female,20,3,Yes,Yes,47.2,6,No,4.0,Fail
Male,15,1,No,Yes,68.3,5,No,1.0,Fail
Male,19,3,Yes,Yes,85.4,3,No,4.0,Pass
Female,20,2,Yes,Yes,55.1,6,Yes,4.0,Pass
Male,18,3,Yes,Yes,43.0,4,Yes,4.0,Pass
Male,17,1,Yes,Yes,71.9,8,Yes,5.0,Pass
Male,16,2,Yes,No,52.4,2,No,5.0,Pass
Female,17,4,No,No,71.2,6,Yes,3.0,Pass
Female,16,1,No,No,66.1,3,No,4.0,Fail
Female,20,1,No,Yes,81.1,6,No,5.0,Fail
Male,16,3,No,Yes,37.0,5,No,3.0,Fail
Female,21,4,No,Yes,73.2,3,No,1.0,Fail
Male,22,3,No,Yes,83.1,5,Yes,5.0,Pass
Female,20,3,No,Yes,73.2,1,Yes,1.0,Pass
Male,21,2,No,Yes,67.2,3,No,3.0,Fail
Female,18,2,Yes,Yes,74.6,12,No,4.0,Pass
Female,21,1,Yes,Yes,64.2,2,No,5.0,Pass
Male,21,3,No,No,60.3,8,No,5.0,Fail
Male,18,3,No,Yes,77.3,9,No,5.0,Pass
Female,18,2,Yes,Yes,41.4,5,No,2.0,Fail
Male,21,4,Yes,Yes,93.8,3,No,2.0,Pass
Male,17,3,Yes,Yes,54.3,6,Yes,3.0,Pass
Female,15,2,No,No,63.9,8,No,4.0,Fail
Female,15,3,Yes,Yes,80.3,5,Yes,3.0,Pass
Male,21,3,No,No,58.9,5,Yes,5.0,Fail
Male,15,1,Yes,Yes,40.5,3,No,4.0,Fail
Female,20,1,Yes,Yes,88.5,5,No,3.0,Pass
Male,19,2,Yes,,75.6,4,No,2.0,Fail
Female,22,3,Yes,Yes,52.0,5,No,3.0,Fail
Female,17,2,No,Yes,61.8,5,Yes,5.0,Fail
Female,18,2,No,Yes,82.6,2,Yes,5.0,Pass
Female,20,1,No,Yes,73.0,1,No,5.0,Fail
Female,20,1,No,Yes,48.4,8,Yes,5.0,Fail
Male,16,2,No,No,76.5,4,No,3.0,Fail
Male,15,4,No,Yes,56.9,7,Yes,4.0,Pass
Male,15,1,Yes,Yes,54.6,6,Yes,2.0,Pass
Female,15,2,No,Yes,37.1,9,No,2.0,Fail
Female,15,1,Yes,Yes,63.6,2,No,4.0,Fail
Female,18,1,No,Yes,69.7,3,No,3.0,Fail
Male,21,3,No,Yes,66.4,7,Yes,2.0,Fail
Female,19,2,Yes,Yes,67.8,9,Yes,3.0,Pass
Female,22,2,Yes,No,85.5,5,No,5.0,Pass
Female,19,2,No,Yes,81.9,3,No,4.0,Fail
Female,20,2,Yes,Yes,26.6,4,Yes,5.0,Pass
Male,15,3,No,Yes,84.7,4,Yes,5.0,Pass
Male,21,1,Yes,Yes,71.3,10,No,3.0,Fail
Male,19,3,Yes,No,43.5,7,No,4.0,Fail
Female,19,3,No,Yes,57.1,6,Yes,3.0,Pass
Male,17,2,Yes,Yes,47.9,3,No,2.0,Fail
Female,15,3,Yes,Yes,76.5,3,No,5.0,Pass
Male,18,2,Yes,Yes,90.7,1,No,5.0,Pass
Female,18,2,No,Yes,20.0,5,No,5.0,Fail
Male,15,2,Yes,Yes,47.5,6,No,3.0,Pass
Female,16,4,No,Yes,56.3,8,No,3.0,Fail
Male,16,2,Yes,Yes,49.5,4,No,4.0,Pass
Female,16,2,No,No,88.8,4,Yes,4.0,Pass
Female,16,1,Yes,No,51.5,1,No,5.0,Fail
Male,18,1,Yes,Yes,72.9,10,Yes,5.0,Pass
Male,22,3,Yes,Yes,66.9,4,No,1.0,Fail
Female,15,2,No,Yes,75.8,1,Yes,4.0,Pass
Female,18,1,No,Yes,49.5,3,No,4.0,Fail
Male,20,2,No,Yes,51.6,5,Yes,4.0,Pass
Female,18,1,Yes,Yes,80.7,5,No,5.0,Pass
Male,18,3,No,Yes,80.7,6,No,3.0,Pass
Male,22,1,Yes,No,79.1,2,No,3.0,Pass
Male,15,1,Yes,No,89.7,6,Yes,2.0,Pass
Male,22,3,Yes,No,69.2,9,Yes,4.0,Pass
Male,19,2,Yes,Yes,36.4,5,No,5.0,Fail
Male,18,1,Yes,Yes,67.1,7,No,3.0,Fail
Female,17,3,No,No,63.5,6,Yes,3.0,Fail
Female,15,2,Yes,Yes,63.0,4,Yes,2.0,Pass
Male,21,3,No,Yes,70.9,5,No,4.0,Pass
Male,21,2,No,No,81.9,3,No,5.0,Pass
Female,17,2,Yes,Yes,67.0,6,No,4.0,Pass
Female,18,2,Yes,Yes,65.5,8,No,3.0,Fail
Male,18,2,No,Yes,84.1,7,No,3.0,Fail
Female,17,1,Yes,Yes,44.0,2,No,3.0,Fail
Female,18,1,Yes,Yes,51.2,4,Yes,3.0,Fail
Male,18,3,No,Yes,55.8,6,Yes,4.0,Fail
Male,15,3,Yes,Yes,48.7,2,No,4.0,Fail
Male,19,4,Yes,Yes,88.3,3,Yes,4.0,Pass
Female,16,3,Yes,Yes,79.9,4,No,4.0,Pass
Male,15,4,Yes,No,59.2,6,No,4.0,Pass
Male,22,1,Yes,Yes,89.1,7,No,4.0,Pass
Male,21,2,Yes,Yes,61.0,1,No,4.0,Fail
Male,17,3,Yes,No,49.7,6,No,4.0,Pass
Male,17,2,Yes,No,68.5,10,No,2.0,Fail
Female,15,3,Yes,Yes,61.8,5,No,3.0,Pass
Female,18,3,No,Yes,72.6,4,Yes,5.0,Pass
Male,16,2,No,Yes,94.2,5,No,5.0,Pass
Female,21,3,No,Yes,86.1,8,No,5.0,Pass
Male,17,2,No,Yes,71.7,6,No,3.0,Fail
Female,15,2,No,Yes,94.0,7,No,5.0,Pass
Female,15,3,Yes,Yes,75.6,3,Yes,5.0,Pass
Male,18,2,Yes,Yes,64.6,2,No,5.0,Pass
Male,22,1,Yes,No,42.9,5,Yes,4.0,Fail
Male,17,2,No,Yes,73.4,5,No,3.0,Fail
Male,20,4,Yes,No,66.4,3,No,4.0,Pass
Male,17,2,Yes,Yes,81.7,5,Yes,4.0,Pass
Male,19,3,No,Yes,44.5,1,Yes,4.0,Pass
Female,19,2,No,Yes,85.7,6,No,5.0,Pass
Male,19,4,Yes,Yes,,9,Yes,5.0,Pass
Male,22,2,Yes,Yes,76.6,11,Yes,4.0,Pass
Male,22,1,Yes,No,56.9,5,Yes,1.0,Fail
Female,20,2,Yes,No,62.1,6,No,5.0,Pass
Male,16,1,No,Yes,89.0,3,No,5.0,Fail
Female,22,3,Yes,Yes,78.2,6,No,2.0,Pass
Male,20,1,Yes,Yes,61.4,4,No,5.0,Fail
Male,15,1,Yes,Yes,62.8,3,No,3.0,Fail
Female,17,1,No,Yes,77.1,4,No,4.0,Fail
Male,19,2,No,Yes,83.6,7,No,5.0,Pass
Female,22,2,Yes,No,68.0,8,No,4.0,Fail
Female,21,1,Yes,Yes,97.4,4,No,2.0,Pass
Female,18,3,Yes,Yes,85.7,9,Yes,3.0,Pass
Female,16,1,Yes,Yes,50.6,5,No,5.0,Pass
Female,21,3,Yes,No,52.8,3,No,3.0,Fail
Female,20,3,Yes,Yes,89.1,5,Yes,5.0,Pass
Female,18,1,Yes,Yes,60.6,6,No,3.0,Fail
Male,18,3,No,Yes,59.3,5,No,3.0,Fail
Male,16,2,Yes,Yes,56.3,6,No,5.0,Pass
Female,22,2,No,Yes,55.2,4,Yes,5.0,Pass
Female,18,1,No,Yes,85.2,4,No,2.0,Fail
Male,22,2,Yes,No,42.6,9,No,4.0,Fail
Female,22,3,Yes,Yes,58.5,7,No,3.0,Fail
Female,21,1,Yes,Yes,78.8,9,No,5.0,Pass
Female,21,2,Yes,No,82.4,7,No,4.0,Pass
Female,19,1,Yes,Yes,41.0,5,No,4.0,Fail
Female,17,3,No,Yes,72.7,2,No,5.0,Fail
Male,19,3,No,No,52.6,6,Yes,4.0,Fail
Male,19,1,Yes,Yes,64.2,4,No,2.0,Pass
Female,15,1,Yes,Yes,68.8,6,Yes,4.0,Pass
Female,15,2,Yes,Yes,69.3,8,No,2.0,Fail
Male,18,3,Yes,Yes,63.8,7,No,3.0,Fail
Male,17,2,Yes,Yes,64.1,5,Yes,4.0,Pass
Female,22,3,No,Yes,63.9,4,No,5.0,Pass
Female,16,1,Yes,No,74.9,3,No,5.0,Pass
Female,18,3,Yes,Yes,66.4,9,No,3.0,Fail
Female,21,2,Yes,No,69.8,2,Yes,4.0,Pass
Female,16,2,No,Yes,60.3,4,Yes,3.0,Fail
Female,19,3,Yes,No,41.6,6,No,3.0,Fail
Female,21,1,No,No,79.8,7,Yes,3.0,Fail
Male,18,4,No,No,75.4,6,Yes,5.0,Pass
Male,20,2,No,,37.4,6,Yes,5.0,Fail
Male,18,1,Yes,Yes,78.0,6,No,5.0,Pass
Female,17,2,No,No,59.3,7,No,4.0,Fail
Male,17,2,No,Yes,67.7,5,No,5.0,Pass
Female,19,1,Yes,Yes,48.0,3,Yes,5.0,Pass
Male,16,2,No,Yes,67.8,5,No,3.0,Fail
Male,15,3,Yes,No,38.6,6,No,4.0,Fail
Male,16,1,Yes,No,62.7,7,No,1.0,Fail
Male,18,3,Yes,Yes,49.3,3,Yes,4.0,Pass
Male,18,4,Yes,Yes,52.4,4,No,3.0,Pass
Female,15,4,Yes,Yes,44.1,5,No,5.0,Pass
Male,16,4,Yes,Yes,54.9,3,No,4.0,Pass
Male,15,2,No,Yes,79.3,6,No,4.0,Pass
Male,20,2,Yes,No,62.5,10,No,4.0,Fail
Female,22,3,Yes,Yes,73.0,7,No,2.0,Pass
Female,16,2,Yes,Yes,48.7,4,Yes,1.0,Fail
Female,16,1,Yes,Yes,63.0,6,Yes,3.0,Pass
Female,18,2,Yes,No,58.7,3,Yes,3.0,Pass
Male,22,1,No,Yes,79.6,4,Yes,3.0,Fail
Female,22,2,Yes,Yes,36.1,0,No,3.0,Fail
Female,15,2,Yes,Yes,52.3,4,No,5.0,Pass
Male,20,2,Yes,Yes,89.5,6,No,5.0,Pass
Male,19,1,No,No,33.2,5,No,5.0,Fail
Female,18,3,Yes,No,59.1,4,No,3.0,Pass
Male,15,4,Yes,Yes,75.9,4,No,3.0,Pass
Female,20,2,Yes,No,71.1,7,No,3.0,Fail
Female,15,1,No,No,78.2,4,No,3.0,Fail
Female,22,1,Yes,Yes,61.1,5,No,5.0,Fail
Female,21,3,No,Yes,39.0,5,No,4.0,Fail
Female,22,2,No,Yes,65.0,2,No,5.0,Fail
Female,15,3,No,Yes,64.8,7,Yes,1.0,Fail
Male,22,2,Yes,,48.8,10,Yes,4.0,Pass
Male,18,1,Yes,No,76.4,8,No,4.0,Fail
Female,16,2,No,Yes,61.1,3,No,5.0,Pass
Male,16,1,No,No,56.7,1,No,4.0,Fail
Female,20,3,No,Yes,58.3,7,No,4.0,Fail
Female,21,1,Yes,Yes,71.4,9,Yes,3.0,Pass
Female,16,1,Yes,Yes,54.5,5,No,5.0,Fail
Male,17,1,Yes,Yes,82.8,7,No,5.0,Fail
Male,22,2,Yes,Yes,64.8,8,No,3.0,Pass
Male,17,1,Yes,No,57.5,3,No,5.0,Fail
Female,20,3,Yes,Yes,69.2,7,No,4.0,Pass
Female,20,1,No,Yes,53.9,5,No,3.0,Fail
Male,15,3,Yes,Yes,64.7,5,No,4.0,Pass
Female,19,4,Yes,Yes,67.8,5,Yes,3.0,Pass
Male,17,1,Yes,Yes,85.0,1,No,4.0,Pass
Female,19,2,No,No,52.7,2,No,1.0,Fail
Male,20,3,No,Yes,72.3,11,No,4.0,Pass
Male,20,2,Yes,Yes,73.6,2,No,3.0,Pass
Female,17,4,No,Yes,91.5,3,Yes,5.0,Pass
Male,18,2,Yes,Yes,66.3,3,No,5.0,Pass
Female,19,3,No,Yes,38.7,6,No,4.0,Fail
Male,19,3,No,Yes,74.0,9,No,4.0,Fail
Male,20,2,Yes,Yes,61.9,5,Yes,5.0,Fail
Male,22,1,No,Yes,80.1,6,No,2.0,Fail
Female,15,4,No,Yes,38.0,4,Yes,1.0,Fail
Female,18,3,No,Yes,77.3,5,Yes,5.0,Fail
Female,15,1,Yes,Yes,55.2,8,No,3.0,Fail
Male,21,1,Yes,Yes,62.7,7,No,1.0,Fail
Female,21,3,No,Yes,51.9,6,No,2.0,Fail
Male,21,3,Yes,Yes,64.0,6,No,4.0,Fail
Female,20,2,Yes,Yes,52.8,9,Yes,5.0,Pass
Female,19,2,Yes,Yes,70.7,1,Yes,5.0,Pass
Female,17,2,No,Yes,63.6,6,No,3.0,Fail
Female,17,3,Yes,Yes,54.8,2,No,5.0,Pass
Female,21,2,Yes,Yes,56.7,8,No,3.0,Fail
Male,15,1,No,No,33.6,4,Yes,3.0,Fail
Male,20,3,Yes,Yes,62.8,9,No,4.0,Pass
Female,17,2,Yes,No,73.2,7,Yes,3.0,Pass
Male,17,2,Yes,No,29.8,8,No,4.0,Fail
Female,21,2,Yes,No,66.5,11,No,3.0,Fail
Male,19,2,No,Yes,75.1,2,Yes,4.0,Fail
Female,20,4,Yes,Yes,100.0,1,Yes,4.0,Pass
Male,19,2,Yes,Yes,65.9,3,No,,Pass
Female,16,2,Yes,Yes,67.9,3,Yes,2.0,Pass
Female,15,2,Yes,No,39.0,5,Yes,5.0,Fail
Male,16,4,No,No,72.3,4,Yes,2.0,Fail
Female,17,1,Yes,Yes,47.7,3,No,3.0,Pass
Male,16,2,Yes,No,35.4,2,No,5.0,Fail
Female,19,2,No,Yes,71.9,5,Yes,3.0,Pass
Male,17,4,Yes,No,33.2,4,No,4.0,Fail
Male,20,2,Yes,Yes,59.0,6,No,5.0,Pass
Female,15,1,No,Yes,60.6,2,No,5.0,Fail
Male,17,3,Yes,Yes,72.3,6,Yes,4.0,Pass
Female,15,3,No,No,74.7,3,No,3.0,Fail
Female,21,2,Yes,Yes,71.4,1,No,4.0,Pass
Male,20,1,No,Yes,50.8,7,No,3.0,Fail
Female,21,2,Yes,Yes,74.5,6,No,4.0,Fail
Male,18,4,,Yes,100.0,3,Yes,5.0,Pass
Female,22,1,Yes,Yes,56.0,8,No,5.0,Pass
Female,22,2,No,No,79.9,7,No,4.0,Fail
Female,16,3,No,Yes,73.1,1,No,5.0,Fail
Female,21,1,No,Yes,92.7,2,Yes,4.0,Pass
Male,21,2,Yes,Yes,39.5,5,Yes,5.0,Pass
Female,21,3,Yes,No,65.7,4,Yes,5.0,Pass
Female,22,1,No,Yes,60.8,3,No,1.0,Fail
Female,16,4,No,Yes,91.1,4,No,5.0,Pass
Female,16,2,No,Yes,67.6,3,Yes,3.0,Pass
Female,22,1,Yes,Yes,84.8,7,No,4.0,Pass
Female,22,1,Yes,Yes,50.9,4,Yes,4.0,Pass
Female,15,2,Yes,Yes,71.4,8,No,2.0,Pass
Female,18,3,No,Yes,78.9,7,No,4.0,Pass
Male,19,1,Yes,Yes,67.2,3,Yes,3.0,Pass
Female,20,1,Yes,Yes,60.2,7,Yes,2.0,Pass
Male,22,1,No,Yes,95.3,5,No,4.0,Pass
Female,17,4,Yes,Yes,80.1,3,No,4.0,Fail
Female,17,3,Yes,No,41.0,3,No,3.0,Fail
Male,20,2,No,Yes,59.3,9,No,2.0,Fail
Male,22,2,Yes,Yes,64.8,6,No,5.0,Fail
Male,16,4,Yes,Yes,69.1,1,Yes,4.0,Pass
Male,17,3,No,Yes,98.5,4,Yes,4.0,Pass
Female,15,1,No,Yes,56.4,5,Yes,5.0,Fail
Male,15,3,Yes,Yes,72.7,6,No,1.0,Pass
Female,17,1,No,Yes,65.7,6,No,2.0,Fail
Female,15,3,Yes,No,52.3,2,No,3.0,Fail
Male,16,2,Yes,Yes,37.7,6,Yes,1.0,Fail
Male,19,4,No,No,51.9,6,Yes,4.0,Pass
Female,21,1,Yes,No,52.8,4,No,5.0,Fail
Male,15,1,No,Yes,72.6,8,No,5.0,Fail
Female,20,1,No,Yes,58.6,6,No,5.0,Fail
Male,20,1,Yes,Yes,52.5,6,No,4.0,Fail
Female,22,2,Yes,,80.4,2,No,5.0,Fail
Male,21,2,Yes,Yes,70.4,2,No,4.0,Pass
Female,21,2,Yes,Yes,61.5,4,Yes,4.0,Fail
Male,19,2,No,Yes,68.5,5,Yes,4.0,Pass
Female,19,2,No,Yes,75.8,3,No,2.0,Pass
Male,17,3,No,No,65.4,5,Yes,5.0,Fail
Female,17,3,Yes,Yes,94.0,6,No,5.0,Pass
Female,18,2,No,Yes,100.0,5,Yes,3.0,Pass
Male,15,2,No,Yes,65.0,3,No,2.0,Fail
Male,21,1,No,Yes,64.1,5,No,5.0,Fail
Female,18,3,Yes,Yes,53.4,5,No,1.0,Fail
Male,15,1,Yes,Yes,73.1,7,No,3.0,Fail
Male,19,1,No,No,53.7,7,Yes,4.0,Fail
Female,16,2,Yes,Yes,60.5,5,No,4.0,Fail
Female,16,1,No,Yes,91.3,5,No,5.0,Pass
Female,18,3,Yes,Yes,49.7,1,No,2.0,Fail
Male,15,1,No,Yes,76.0,5,No,5.0,Fail
Female,15,1,Yes,Yes,68.7,5,No,5.0,Pass
Male,18,3,No,Yes,72.7,4,No,5.0,Pass
Female,15,2,Yes,Yes,48.9,4,No,5.0,Fail
Male,20,1,Yes,Yes,55.9,11,No,4.0,Fail
Female,22,4,Yes,Yes,55.1,4,Yes,5.0,Pass
Male,19,3,Yes,Yes,84.1,3,Yes,3.0,Pass
Male,19,3,Yes,Yes,76.6,2,No,4.0,Pass
Male,22,3,Yes,Yes,55.3,5,No,3.0,Fail
Female,22,2,Yes,Yes,61.2,3,Yes,4.0,Pass
Female,22,3,Yes,Yes,20.1,2,No,4.0,Fail
Female,20,3,Yes,Yes,57.6,6,No,1.0,Fail
Female,19,2,Yes,Yes,61.4,9,No,4.0,Pass
Male,19,3,Yes,No,73.9,3,No,4.0,Pass
Male,18,2,Yes,Yes,56.6,8,No,2.0,Fail
Male,15,1,Yes,Yes,54.4,6,No,5.0,Fail
Female,16,4,Yes,Yes,51.5,6,No,5.0,Fail
Male,16,4,Yes,Yes,77.9,2,No,1.0,Pass
Male,16,2,Yes,Yes,69.7,10,No,2.0,Pass
Female,17,4,No,No,57.5,8,Yes,5.0,Pass
Female,15,3,No,Yes,50.6,3,No,3.0,Fail
Female,21,2,No,No,74.2,5,No,5.0,Fail
Male,22,3,No,No,72.5,1,No,3.0,Pass
Female,22,1,Yes,Yes,80.4,9,No,3.0,Fail
Female,19,3,No,Yes,60.5,5,No,5.0,Pass
Male,19,1,Yes,Yes,63.8,8,No,2.0,Fail
Male,21,1,Yes,Yes,32.2,5,No,3.0,Fail
Male,17,2,Yes,Yes,74.3,8,No,4.0,Fail
Female,16,4,No,Yes,89.1,7,No,2.0,Fail
Female,15,2,No,Yes,73.0,4,No,1.0,Fail
Male,17,2,No,Yes,69.9,4,No,3.0,Pass
Female,15,1,No,Yes,56.4,5,Yes,5.0,Fail
Male,21,2,Yes,Yes,47.9,4,Yes,3.0,Fail
Female,22,1,Yes,Yes,40.2,5,Yes,5.0,Pass
Female,17,4,Yes,No,59.7,6,Yes,5.0,Pass
Male,16,3,Yes,Yes,47.8,5,No,4.0,Pass
Female,15,4,No,Yes,52.6,4,Yes,5.0,Pass
Male,16,3,Yes,Yes,,4,Yes,4.0,Pass
Male,21,2,Yes,Yes,52.1,3,Yes,4.0,Pass
Female,19,1,Yes,Yes,54.3,3,No,5.0,Pass
Female,21,4,No,Yes,60.1,3,No,3.0,Pass
Male,18,3,Yes,Yes,51.5,2,No,5.0,Pass
Female,15,3,No,Yes,71.4,4,Yes,5.0,Pass
Female,16,3,No,No,75.2,3,No,5.0,Pass
Female,15,2,Yes,Yes,39.2,5,No,4.0,Fail
Female,16,1,Yes,Yes,78.0,7,No,2.0,Fail
Male,21,2,Yes,Yes,74.6,6,Yes,4.0,Pass
Male,18,3,No,Yes,45.3,9,Yes,5.0,Fail
Male,16,1,No,Yes,53.9,4,No,2.0,Fail
Female,21,1,Yes,No,61.8,3,No,5.0,Fail
Male,22,1,No,Yes,50.4,4,Yes,5.0,Pass
Male,18,2,Yes,No,75.0,7,No,5.0,Fail
Male,18,2,Yes,Yes,19.2,5,Yes,1.0,Fail
Male,17,2,Yes,Yes,77.7,3,Yes,3.0,Pass
Female,17,3,Yes,Yes,51.3,4,Yes,4.0,Pass
Male,19,3,No,Yes,72.8,6,No,4.0,Pass
Male,19,2,No,Yes,,3,Yes,3.0,Pass
Male,17,1,No,Yes,25.9,8,No,5.0,Fail
Male,17,2,No,No,62.1,8,No,5.0,Fail
Male,15,1,Yes,No,77.2,5,Yes,4.0,Pass
Female,21,4,No,No,54.4,6,No,5.0,Fail
Female,18,2,Yes,Yes,86.7,4,No,2.0,Pass
Male,17,2,Yes,Yes,77.4,2,No,2.0,Fail
Male,22,3,Yes,Yes,72.0,4,No,4.0,Fail
Female,19,3,No,No,71.8,6,Yes,3.0,Pass
Male,15,1,Yes,Yes,62.1,5,Yes,2.0,Pass
Female,21,4,Yes,Yes,35.5,2,No,4.0,Fail
Female,17,3,Yes,Yes,45.7,5,No,3.0,Fail
Male,17,3,No,Yes,30.4,3,Yes,4.0,Pass
Male,15,4,Yes,No,52.1,3,No,4.0,Fail
Male,18,2,Yes,No,62.0,2,No,4.0,Pass
Male,15,1,No,Yes,83.3,8,No,4.0,Fail
Male,15,2,Yes,No,68.0,7,No,4.0,Fail
Female,22,1,No,Yes,54.1,3,No,5.0,Fail
Male,16,3,No,Yes,68.9,3,Yes,4.0,Pass
Male,22,2,No,No,78.8,4,No,3.0,Fail
Male,21,1,Yes,No,42.9,5,No,5.0,Fail
Female,18,2,No,Yes,68.5,5,No,4.0,Fail
Female,16,3,Yes,Yes,45.5,4,No,4.0,Pass
Male,22,1,Yes,Yes,70.4,3,No,5.0,Pass
Female,19,1,No,Yes,38.5,4,Yes,4.0,Fail
Female,17,2,No,No,52.0,3,No,4.0,Fail
Male,19,2,Yes,No,94.5,5,No,3.0,Fail
Male,22,3,No,Yes,61.5,4,Yes,4.0,Pass
Female,20,2,Yes,Yes,49.0,4,No,5.0,Pass
Female,16,2,Yes,Yes,53.0,2,Yes,4.0,Pass
Female,18,3,No,Yes,60.8,3,No,3.0,Fail
Male,21,4,No,Yes,60.7,9,Yes,5.0,Pass
Female,21,3,No,Yes,38.7,3,No,5.0,Fail
Male,21,1,Yes,Yes,66.7,5,No,4.0,Fail
Female,22,3,Yes,No,70.6,6,No,5.0,Pass
Female,15,2,Yes,Yes,58.3,4,No,4.0,Fail
Male,15,1,Yes,Yes,66.8,7,Yes,4.0,Pass
Male,19,2,Yes,Yes,71.5,4,No,5.0,Pass
Female,21,4,Yes,Yes,45.5,7,No,3.0,Fail
Female,17,3,Yes,Yes,43.2,7,No,2.0,Fail
Male,22,1,Yes,Yes,54.6,2,No,3.0,Pass
Female,21,1,No,Yes,76.6,3,No,5.0,Fail
Female,22,2,No,Yes,57.1,6,No,4.0,Fail
Female,18,3,Yes,Yes,38.9,8,No,4.0,Fail
Male,21,4,No,Yes,51.4,3,Yes,5.0,Pass
Female,19,1,No,No,33.5,3,No,5.0,Fail
Female,20,2,Yes,Yes,45.7,2,Yes,2.0,Fail
Male,20,3,Yes,Yes,74.7,4,Yes,1.0,Pass
Male,18,2,No,Yes,59.3,4,Yes,4.0,Fail
Female,16,2,Yes,Yes,80.3,7,No,5.0,Pass
Female,17,1,No,Yes,98.7,7,Yes,4.0,Pass
Male,18,3,No,Yes,80.9,5,No,5.0,Pass
Male,22,1,Yes,Yes,75.9,4,No,5.0,Pass
Male,17,1,No,Yes,84.4,6,No,3.0,Pass
Female,18,1,Yes,Yes,63.6,6,Yes,4.0,Fail
Female,18,2,Yes,Yes,41.7,6,Yes,4.0,Pass
Female,19,3,Yes,Yes,64.3,5,Yes,5.0,Pass
Female,18,2,Yes,Yes,74.0,10,No,4.0,Pass
Male,15,1,No,Yes,68.1,5,No,5.0,Fail
Male,22,2,No,No,64.1,5,No,4.0,Fail
Female,18,3,No,Yes,76.9,7,Yes,2.0,Pass
Male,20,2,Yes,Yes,29.1,4,No,4.0,Fail
Male,20,1,Yes,Yes,65.9,4,No,4.0,Fail
Female,19,4,No,Yes,35.4,6,Yes,4.0,Fail
Female,18,1,Yes,Yes,66.0,9,Yes,5.0,Pass
Female,21,1,No,No,97.8,5,No,5.0,Fail
Female,20,1,No,Yes,74.2,7,Yes,4.0,Fail
Male,15,3,Yes,Yes,71.5,7,No,5.0,Pass
Female,15,4,Yes,Yes,60.2,9,Yes,3.0,Pass
Female,16,1,No,Yes,72.9,2,No,1.0,Fail
Male,20,4,No,Yes,50.3,4,No,3.0,Fail
Male,22,2,No,Yes,54.3,6,No,5.0,Fail
Female,21,3,No,Yes,95.8,1,Yes,3.0,Pass
Male,18,2,Yes,Yes,44.9,5,No,5.0,Pass
Female,17,2,Yes,Yes,92.3,7,No,4.0,Pass
Male,16,3,Yes,Yes,80.8,4,No,4.0,Pass
Female,19,4,Yes,Yes,50.9,6,Yes,5.0,Pass
Female,16,4,No,Yes,49.3,3,No,2.0,Fail
Female,15,1,Yes,Yes,36.1,4,No,2.0,Fail
Male,15,2,Yes,No,48.7,4,No,3.0,Fail
Male,21,1,Yes,Yes,37.1,8,Yes,3.0,Fail
Male,15,2,Yes,Yes,83.7,7,No,5.0,Pass
Male,16,2,Yes,Yes,52.1,4,Yes,2.0,Pass
Male,19,2,Yes,No,61.7,5,Yes,4.0,Fail
Female,18,3,No,No,64.0,10,No,2.0,Fail
Male,15,3,Yes,Yes,72.3,9,Yes,5.0,Pass
Male,21,3,No,Yes,81.5,4,No,3.0,Pass
Male,16,3,No,No,74.0,7,Yes,4.0,Fail
Female,22,2,Yes,Yes,82.4,6,No,1.0,Pass
Female,20,3,No,Yes,79.5,3,No,3.0,Fail
Female,19,4,No,Yes,73.0,4,No,5.0,Fail
Female,22,1,Yes,No,59.7,4,No,5.0,Fail
Female,18,3,No,Yes,51.6,3,No,3.0,Fail
Female,18,3,Yes,Yes,68.1,7,No,4.0,Fail
Male,18,1,Yes,Yes,55.7,8,No,3.0,Pass
Female,22,2,No,Yes,44.8,6,No,3.0,Fail
Male,21,4,Yes,Yes,58.9,2,No,3.0,Pass
Female,19,1,Yes,No,84.0,3,No,5.0,Pass
Male,22,2,No,Yes,66.0,4,Yes,5.0,Pass
Female,22,2,No,Yes,47.0,3,No,4.0,Fail
Male,15,2,Yes,No,63.4,7,Yes,4.0,Fail
Female,16,2,No,Yes,69.6,7,No,2.0,Fail
Female,17,1,No,No,72.8,4,No,3.0,Fail
Female,17,1,Yes,Yes,51.5,4,Yes,2.0,Fail
Female,21,2,Yes,No,64.6,6,No,2.0,Fail
Female,21,2,No,No,61.3,6,Yes,5.0,Fail
Male,15,2,No,Yes,41.2,1,Yes,5.0,Fail
Male,17,1,No,Yes,68.9,5,Yes,5.0,Pass
